Provinsi,kode_prov,Tahun,Bulan,nama_bulan,urutan,Jenis_Pendapatan,Anggaran,Realisasi,Persentase,Tanggal,Persentase_YTD
Sumatera Utara,2,2025,8,Agustus,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,693348533407.0,4355404230.0,91.63,2025-08-01,91.63
Sumatera Utara,2,2025,9,September,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,693348533407.0,35510000000.0,96.75,2025-09-01,96.75
Sumatera Utara,2,2025,10,Oktober,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,693348533407.0,397442161.0,96.81,2025-10-01,96.81
Sumatera Utara,2,2025,11,November,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,693348533407.0,10000000.0,96.81,2025-11-01,96.81
Sumatera Utara,2,2025,12,Desember,5,Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan,693348533407.0,48358889449.0,103.78,2025-12-01,103.78
Sumatera Utara,2,2023,1,Januari,6,Lain-Lain PAD yang Sah,1862270093654.0,73722393553.81,3.96,2023-01-01,3.96
Sumatera Utara,2,2023,2,Februari,6,Lain-Lain PAD yang Sah,1862270093654.0,75997197621.79001,8.04,2023-02-01,8.04
Sumatera Utara,2,2023,3,Maret,6,Lain-Lain PAD yang Sah,1862270093654.0,118560164115.6,14.41,2023-03-01,14.41
Sumatera Utara,2,2023,4,April,6,Lain-Lain PAD yang Sah,1862270093654.0,131878855096.09998,21.49,2023-04-01,21.49
Sumatera Utara,2,2023,5,Mei,6,Lain-Lain PAD yang Sah,1862270093654.0,0.0,21.49,2023-05-01,21.49
Sumatera Utara,2,2023,6,Juni,6,Lain-Lain PAD yang Sah,1862270093654.0,106374312760.68,27.2,2023-06-01,27.2
Sumatera Utara,2,2023,7,Juli,6,Lain-Lain PAD yang Sah,1862270093654.0,140419575884.53003,34.74,2023-07-01,34.74
Sumatera Utara,2,2023,8,Agustus,6,Lain-Lain PAD yang Sah,1862270093654.0,136639194262.27002,42.08,2023-08-01,42.08
Sumatera Utara,2,2023,9,September,6,Lain-Lain PAD yang Sah,1862270093654.0,102586856380.35999,47.59,2023-09-01,47.59
Sumatera Utara,2,2023,10,Oktober,6,Lain-Lain PAD yang Sah,1862270093654.0,114458614774.66003,53.73,2023-10-01,53.73
Sumatera Utara,2,2023,11,November,6,Lain-Lain PAD yang Sah,1862270093654.0,111508433961.5,59.72,2023-11-01,59.72
Sumatera Utara,2,2023,12,Desember,6,Lain-Lain PAD yang Sah,1862270093654.0,437915100371.8999,83.24,2023-12-01,83.24
Sumatera Utara,2,2024,1,Januari,6,Lain-Lain PAD yang Sah,2485894903563.0,69225611200.82,2.78,2024-01-01,2.78
Sumatera Utara,2,2024,2,Februari,6,Lain-Lain PAD yang Sah,2485894903563.0,73768552788.26999,5.75,2024-02-01,5.75
Sumatera Utara,2,2024,3,Maret,6,Lain-Lain PAD yang Sah,2485894903563.0,73487695037.43,8.71,2024-03-01,8.71
Sumatera Utara,2,2024,4,April,6,Lain-Lain PAD yang Sah,2485894903563.0,84950147822.99002,12.13,2024-04-01,12.13
Sumatera Utara,2,2024,5,Mei,6,Lain-Lain PAD yang Sah,2485894903563.0,165400478090.64,18.78,2024-05-01,18.78
Sumatera Utara,2,2024,6,Juni,6,Lain-Lain PAD yang Sah,2485894903563.0,347859582350.33997,32.77,2024-06-01,32.77
Sumatera Utara,2,2024,7,Juli,6,Lain-Lain PAD yang Sah,2485894903563.0,82384287632.23999,36.09,2024-07-01,36.09
Sumatera Utara,2,2024,8,Agustus,6,Lain-Lain PAD yang Sah,2485894903563.0,115383850973.27002,40.73,2024-08-01,40.73
Sumatera Utara,2,2024,9,September,6,Lain-Lain PAD yang Sah,2485894903563.0,121126813796.6001,45.6,2024-09-01,45.6
Sumatera Utara,2,2024,10,Oktober,6,Lain-Lain PAD yang Sah,2485894903563.0,117428559498.3999,50.32,2024-10-01,50.32
Sumatera Utara,2,2024,11,November,6,Lain-Lain PAD yang Sah,2485894903563.0,108758675135.30005,54.7,2024-11-01,54.7
Sumatera Utara,2,2024,12,Desember,6,Lain-Lain PAD yang Sah,2485894903563.0,428064402416.09985,71.92,2024-12-01,71.92
Sumatera Utara,2,2025,1,Januari,6,Lain-Lain PAD yang Sah,1554095037315.4,50115891349.8,3.22,2025-01-01,3.22
Sumatera Utara,2,2025,2,Februari,6,Lain-Lain PAD yang Sah,1554095037315.4,81100332597.59,8.44,2025-02-01,8.44
Sumatera Utara,2,2025,3,Maret,6,Lain-Lain PAD yang Sah,1554095037315.4,115872638848.42,15.9,2025-03-01,15.9
Sumatera Utara,2,2025,4,April,6,Lain-Lain PAD yang Sah,1554095037315.4,136780483282.96002,24.7,2025-04-01,24.7
Sumatera Utara,2,2025,5,Mei,6,Lain-Lain PAD yang Sah,1554095037315.4,219772526886.96997,38.84,2025-05-01,38.84
Sumatera Utara,2,2025,6,Juni,6,Lain-Lain PAD yang Sah,1554095037315.4,159422702152.39,49.1,2025-06-01,49.1
Sumatera Utara,2,2025,7,Juli,6,Lain-Lain PAD yang Sah,1554095037315.4,146899046798.54004,58.55,2025-07-01,58.55
Sumatera Utara,2,2025,8,Agustus,6,Lain-Lain PAD yang Sah,1554095037315.4,100994313136.72998,65.05,2025-08-01,65.05
Sumatera Utara,2,2025,9,September,6,Lain-Lain PAD yang Sah,1554095037315.4,112933635665.59998,72.32,2025-09-01,72.32
Sumatera Utara,2,2025,10,Oktober,6,Lain-Lain PAD yang Sah,1554095037315.4,95087108280.1001,78.44,2025-10-01,78.44
Sumatera Utara,2,2025,11,November,6,Lain-Lain PAD yang Sah,1554095037315.4,68642678485.59985,82.85,2025-11-01,82.85
Sumatera Utara,2,2025,12,Desember,6,Lain-Lain PAD yang Sah,1554095037315.4,112416574854.1001,90.09,2025-12-01,90.09
Sumatera Utara,2,2023,1,Januari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,14329114124.8,2.67,2023-01-01,2.67
Sumatera Utara,2,2023,2,Februari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,17034112143.77,5.84,2023-02-01,5.84
Sumatera Utara,2,2023,3,Maret,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,22901045533.0,10.1,2023-03-01,10.1
Sumatera Utara,2,2023,4,April,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,19640706937.000008,13.76,2023-04-01,13.76
Sumatera Utara,2,2023,5,Mei,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,0.0,13.76,2023-05-01,13.76
Sumatera Utara,2,2023,6,Juni,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,55081675677.0,24.01,2023-06-01,24.01
Sumatera Utara,2,2023,7,Juli,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,17576792577.19998,27.29,2023-07-01,27.29
Sumatera Utara,2,2023,8,Agustus,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,36974632496.0,34.17,2023-08-01,34.17
Sumatera Utara,2,2023,9,September,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,29726104551.0,39.71,2023-09-01,39.71
Sumatera Utara,2,2023,10,Oktober,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,29481098792.0,45.19,2023-10-01,45.19
Sumatera Utara,2,2023,11,November,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,29543195620.0,50.69,2023-11-01,50.69
Sumatera Utara,2,2023,12,Desember,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,537116210245.0,199883376380.42,87.91,2023-12-01,87.91
Sumatera Utara,2,2024,1,Januari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,25243168858.0,3.75,2024-01-01,3.75
Sumatera Utara,2,2024,2,Februari,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,22427233826.800003,7.07,2024-02-01,7.07
Sumatera Utara,2,2024,3,Maret,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,27739533149.0,11.19,2024-03-01,11.19
Sumatera Utara,2,2024,4,April,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,26537222692.0,15.13,2024-04-01,15.13
Sumatera Utara,2,2024,5,Mei,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,18214190264.0,17.83,2024-05-01,17.83
Sumatera Utara,2,2024,6,Juni,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,28589330119.199997,22.08,2024-06-01,22.08
Sumatera Utara,2,2024,7,Juli,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,53620749074.369995,30.03,2024-07-01,30.03
Sumatera Utara,2,2024,8,Agustus,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,39928445828.42999,35.96,2024-08-01,35.96
Sumatera Utara,2,2024,9,September,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,35192558140.880005,41.18,2024-09-01,41.18
Sumatera Utara,2,2024,10,Oktober,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,28947473416.0,45.48,2024-10-01,45.48
Sumatera Utara,2,2024,11,November,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,30841919331.0,50.06,2024-11-01,50.06
Sumatera Utara,2,2024,12,Desember,11,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,673821231212.0,246148056336.00006,86.59,2024-12-01,86.59
Sumatera Utara,2,2025,1,Januari,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,23075510886.0,2.46,2025-01-01,2.46
Sumatera Utara,2,2025,2,Februari,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,22279426454.86,4.83,2025-02-01,4.83
Sumatera Utara,2,2025,3,Maret,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,20401000724.0,7.0,2025-03-01,7.0
Sumatera Utara,2,2025,4,April,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,337556131172.0,42.96,2025-04-01,42.96
Sumatera Utara,2,2025,5,Mei,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,59783789416.0,49.33,2025-05-01,49.33
Sumatera Utara,2,2025,6,Juni,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,56531197684.0,55.35,2025-06-01,55.35
Sumatera Utara,2,2025,7,Juli,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,41987058346.0,59.83,2025-07-01,59.83
Sumatera Utara,2,2025,8,Agustus,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,31246437563.0,63.15,2025-08-01,63.15
Sumatera Utara,2,2025,9,September,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,32916483572.0,66.66,2025-09-01,66.66
Sumatera Utara,2,2025,10,Oktober,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,31950227518.0,70.06,2025-10-01,70.06
Sumatera Utara,2,2025,11,November,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,26975630266.0,72.94,2025-11-01,72.94
Sumatera Utara,2,2025,12,Desember,12,Lain-lain Pendapatan Sesuai dengan Ketentuan Peraturan Perundang-Undangan,938742254002.0,117436403460.0,85.45,2025-12-01,85.45
Sumatera Utara,2,2023,1,Januari,3,Pajak Daerah,12883310054009.0,690567505756.2,5.36,2023-01-01,5.36
Sumatera Utara,2,2023,2,Februari,3,Pajak Daerah,12883310054009.0,586840512702.1001,9.92,2023-02-01,9.92
Sumatera Utara,2,2023,3,Maret,3,Pajak Daerah,12883310054009.0,700861821012.3,15.36,2023-03-01,15.36
Sumatera Utara,2,2023,4,April,3,Pajak Daerah,12883310054009.0,1053297638154.1997,23.53,2023-04-01,23.53
Sumatera Utara,2,2023,5,Mei,3,Pajak Daerah,12883310054009.0,0.0,23.53,2023-05-01,23.53
Sumatera Utara,2,2023,6,Juni,3,Pajak Daerah,12883310054009.0,850613626628.3003,30.13,2023-06-01,30.13
Sumatera Utara,2,2023,7,Juli,3,Pajak Daerah,12883310054009.0,1118277535854.1997,38.81,2023-07-01,38.81
Sumatera Utara,2,2023,8,Agustus,3,Pajak Daerah,12883310054009.0,1164128081172.4004,47.85,2023-08-01,47.85
Sumatera Utara,2,2023,9,September,3,Pajak Daerah,12883310054009.0,860709175905.5,54.53,2023-09-01,54.53
Sumatera Utara,2,2023,10,Oktober,3,Pajak Daerah,12883310054009.0,1088622406351.0,62.98,2023-10-01,62.98
Sumatera Utara,2,2023,11,November,3,Pajak Daerah,12883310054009.0,845958264517.2998,69.55,2023-11-01,69.55
Sumatera Utara,2,2023,12,Desember,3,Pajak Daerah,12883310054009.0,1227890838321.5,79.08,2023-12-01,79.08
Sumatera Utara,2,2024,1,Januari,3,Pajak Daerah,13897441270091.0,596556726875.21,4.29,2024-01-01,4.29
Sumatera Utara,2,2024,2,Februari,3,Pajak Daerah,13897441270091.0,652441538684.99,8.99,2024-02-01,8.99
Sumatera Utara,2,2024,3,Maret,3,Pajak Daerah,13897441270091.0,757709161794.2,14.44,2024-03-01,14.44
Sumatera Utara,2,2024,4,April,3,Pajak Daerah,13897441270091.0,1147248017361.6,22.69,2024-04-01,22.69
Sumatera Utara,2,2024,5,Mei,3,Pajak Daerah,13897441270091.0,914457104744.2998,29.27,2024-05-01,29.27
Sumatera Utara,2,2024,6,Juni,3,Pajak Daerah,13897441270091.0,795778311523.4004,35.0,2024-06-01,35.0
Sumatera Utara,2,2024,7,Juli,3,Pajak Daerah,13897441270091.0,1336651351821.5996,44.62,2024-07-01,44.62
Sumatera Utara,2,2024,8,Agustus,3,Pajak Daerah,13897441270091.0,1120673954841.2002,52.68,2024-08-01,52.68
Sumatera Utara,2,2024,9,September,3,Pajak Daerah,13897441270091.0,811515123692.0,58.52,2024-09-01,58.52
Sumatera Utara,2,2024,10,Oktober,3,Pajak Daerah,13897441270091.0,1155171125140.0996,66.83,2024-10-01,66.83
Sumatera Utara,2,2024,11,November,3,Pajak Daerah,13897441270091.0,826692856112.4004,72.78,2024-11-01,72.78
Sumatera Utara,2,2024,12,Desember,3,Pajak Daerah,13897441270091.0,1297376223089.0,82.12,2024-12-01,82.12
Sumatera Utara,2,2025,1,Januari,3,Pajak Daerah,12727430309055.0,646220073246.13,5.08,2025-01-01,5.08
Sumatera Utara,2,2025,2,Februari,3,Pajak Daerah,12727430309055.0,610662516598.57,9.88,2025-02-01,9.88
Sumatera Utara,2,2025,3,Maret,3,Pajak Daerah,12727430309055.0,737151412062.8,15.67,2025-03-01,15.67
Sumatera Utara,2,2025,4,April,3,Pajak Daerah,12727430309055.0,1140962486212.2002,24.63,2025-04-01,24.63
Sumatera Utara,2,2025,5,Mei,3,Pajak Daerah,12727430309055.0,904841711087.5,31.74,2025-05-01,31.74
Sumatera Utara,2,2025,6,Juni,3,Pajak Daerah,12727430309055.0,792188977748.3994,37.97,2025-06-01,37.97
Sumatera Utara,2,2025,7,Juli,3,Pajak Daerah,12727430309055.0,1254830298410.6006,47.82,2025-07-01,47.82
Sumatera Utara,2,2025,8,Agustus,3,Pajak Daerah,12727430309055.0,913207213075.2002,55.0,2025-08-01,55.0
Sumatera Utara,2,2025,9,September,3,Pajak Daerah,12727430309055.0,791451518453.3994,61.22,2025-09-01,61.22
Sumatera Utara,2,2025,10,Oktober,3,Pajak Daerah,12727430309055.0,1233005725424.6006,70.91,2025-10-01,70.91
Sumatera Utara,2,2025,11,November,3,Pajak Daerah,12727430309055.0,719109496785.6992,76.56,2025-11-01,76.56
Sumatera Utara,2,2025,12,Desember,3,Pajak Daerah,12727430309055.0,1097485683988.9004,85.18,2025-12-01,85.18
Sumatera Utara,2,2023,1,Januari,2,Pendapatan Asli Daerah (PAD),16165041109374.0,779528271224.64,4.82,2023-01-01,4.82
Sumatera Utara,2,2023,2,Februari,2,Pendapatan Asli Daerah (PAD),16165041109374.0,702660661346.9601,9.17,2023-02-01,9.17
Sumatera Utara,2,2023,3,Maret,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1407148357833.1,17.87,2023-03-01,17.87
Sumatera Utara,2,2023,4,April,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1211205834708.1997,25.37,2023-04-01,25.37
Sumatera Utara,2,2023,5,Mei,2,Pendapatan Asli Daerah (PAD),16165041109374.0,0.0,25.37,2023-05-01,25.37
Sumatera Utara,2,2023,6,Juni,2,Pendapatan Asli Daerah (PAD),16165041109374.0,983035397893.3003,31.45,2023-06-01,31.45
Sumatera Utara,2,2023,7,Juli,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1292957082785.2002,39.45,2023-07-01,39.45
Sumatera Utara,2,2023,8,Agustus,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1367645067233.5996,47.91,2023-08-01,47.91
Sumatera Utara,2,2023,9,September,2,Pendapatan Asli Daerah (PAD),16165041109374.0,994416605874.9004,54.06,2023-09-01,54.06
Sumatera Utara,2,2023,10,Oktober,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1241809680229.5,61.74,2023-10-01,61.74
Sumatera Utara,2,2023,11,November,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1075744039810.5996,68.4,2023-11-01,68.4
Sumatera Utara,2,2023,12,Desember,2,Pendapatan Asli Daerah (PAD),16165041109374.0,1715273342175.0,79.01,2023-12-01,79.01
Sumatera Utara,2,2024,1,Januari,2,Pendapatan Asli Daerah (PAD),18011772607169.0,689731348673.03,3.83,2024-01-01,3.83
Sumatera Utara,2,2024,2,Februari,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1351976050119.67,11.34,2024-02-01,11.34
Sumatera Utara,2,2024,3,Maret,2,Pendapatan Asli Daerah (PAD),18011772607169.0,874608492355.7,16.19,2024-03-01,16.19
Sumatera Utara,2,2024,4,April,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1270050907920.6,23.24,2024-04-01,23.24
Sumatera Utara,2,2024,5,Mei,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1124565574953.9004,29.49,2024-05-01,29.49
Sumatera Utara,2,2024,6,Juni,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1147625656473.5996,35.86,2024-06-01,35.86
Sumatera Utara,2,2024,7,Juli,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1521210143421.7002,44.3,2024-07-01,44.3
Sumatera Utara,2,2024,8,Agustus,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1320502517492.999,51.63,2024-08-01,51.63
Sumatera Utara,2,2024,9,September,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1008210510403.8008,57.23,2024-09-01,57.23
Sumatera Utara,2,2024,10,Oktober,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1322942182264.0,64.58,2024-10-01,64.58
Sumatera Utara,2,2024,11,November,2,Pendapatan Asli Daerah (PAD),18011772607169.0,982996755878.0,70.03,2024-11-01,70.03
Sumatera Utara,2,2024,12,Desember,2,Pendapatan Asli Daerah (PAD),18011772607169.0,1889778774420.0,80.53,2024-12-01,80.53
Sumatera Utara,2,2025,1,Januari,2,Pendapatan Asli Daerah (PAD),16239913030232.0,742883898009.43,4.57,2025-01-01,4.57
Sumatera Utara,2,2025,2,Februari,2,Pendapatan Asli Daerah (PAD),16239913030232.0,752197030690.67,9.21,2025-02-01,9.21
Sumatera Utara,2,2025,3,Maret,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1550292514372.1997,18.75,2025-03-01,18.75
Sumatera Utara,2,2025,4,April,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1351319185765.2002,27.07,2025-04-01,27.07
Sumatera Utara,2,2025,5,Mei,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1193298252516.4004,34.42,2025-05-01,34.42
Sumatera Utara,2,2025,6,Juni,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1015222402846.2998,40.67,2025-06-01,40.67
Sumatera Utara,2,2025,7,Juli,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1487339464992.7002,49.83,2025-07-01,49.83
Sumatera Utara,2,2025,8,Agustus,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1091440534384.9004,56.55,2025-08-01,56.55
Sumatera Utara,2,2025,9,September,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1026928883690.1992,62.88,2025-09-01,62.88
Sumatera Utara,2,2025,10,Oktober,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1413997297931.0,71.58,2025-10-01,71.58
Sumatera Utara,2,2025,11,November,2,Pendapatan Asli Daerah (PAD),16239913030232.0,850644543776.0,76.82,2025-11-01,76.82
Sumatera Utara,2,2025,12,Desember,2,Pendapatan Asli Daerah (PAD),16239913030232.0,1510847422299.0,86.12,2025-12-01,86.12
Sumatera Utara,2,2023,1,Januari,10,Pendapatan Hibah,193940776682.0,900016519.0,0.46,2023-01-01,0.46
Sumatera Utara,2,2023,2,Februari,10,Pendapatan Hibah,193940776682.0,0.0,0.46,2023-02-01,0.46
Sumatera Utara,2,2023,3,Maret,10,Pendapatan Hibah,193940776682.0,2660935986.0,1.84,2023-03-01,1.84
Sumatera Utara,2,2023,4,April,10,Pendapatan Hibah,193940776682.0,3302642049.3199997,3.54,2023-04-01,3.54
Sumatera Utara,2,2023,5,Mei,10,Pendapatan Hibah,193940776682.0,0.0,3.54,2023-05-01,3.54
Sumatera Utara,2,2023,6,Juni,10,Pendapatan Hibah,193940776682.0,6448865593.0,6.86,2023-06-01,6.86
Sumatera Utara,2,2023,7,Juli,10,Pendapatan Hibah,193940776682.0,5050882676.0,9.47,2023-07-01,9.47
Sumatera Utara,2,2023,8,Agustus,10,Pendapatan Hibah,193940776682.0,41578137474.0,30.91,2023-08-01,30.91
Sumatera Utara,2,2023,9,September,10,Pendapatan Hibah,193940776682.0,482850000.0,31.16,2023-09-01,31.16
Sumatera Utara,2,2023,10,Oktober,10,Pendapatan Hibah,193940776682.0,3573155217.0,33.0,2023-10-01,33.0
Sumatera Utara,2,2023,11,November,10,Pendapatan Hibah,193940776682.0,503283802.0,33.26,2023-11-01,33.26
Sumatera Utara,2,2023,12,Desember,10,Pendapatan Hibah,193940776682.0,126075157559.0,98.27,2023-12-01,98.27
Sumatera Utara,2,2024,1,Januari,10,Pendapatan Hibah,73834909459.0,2121062.0,0.0,2024-01-01,0.0
Sumatera Utara,2,2024,2,Februari,10,Pendapatan Hibah,73834909459.0,2271500.0,0.01,2024-02-01,0.01
Sumatera Utara,2,2024,3,Maret,10,Pendapatan Hibah,73834909459.0,238925.0,0.01,2024-03-01,0.01
Sumatera Utara,2,2024,4,April,10,Pendapatan Hibah,73834909459.0,9358026918.0,12.68,2024-04-01,12.68
Sumatera Utara,2,2024,5,Mei,10,Pendapatan Hibah,73834909459.0,62251.0,12.68,2024-05-01,12.68
Sumatera Utara,2,2024,6,Juni,10,Pendapatan Hibah,73834909459.0,0.0,4.12,2024-06-01,4.12
Sumatera Utara,2,2024,7,Juli,10,Pendapatan Hibah,73834909459.0,6324477122.0,12.68,2024-07-01,12.68
Sumatera Utara,2,2024,8,Agustus,10,Pendapatan Hibah,73834909459.0,14143266930.79,31.84,2024-08-01,31.84
Sumatera Utara,2,2024,9,September,10,Pendapatan Hibah,73834909459.0,24926243.63999939,31.87,2024-09-01,31.87
Sumatera Utara,2,2024,10,Oktober,10,Pendapatan Hibah,73834909459.0,3315590985.0,36.36,2024-10-01,36.36
Sumatera Utara,2,2024,11,November,10,Pendapatan Hibah,73834909459.0,1594023297.0,38.52,2024-11-01,38.52
Sumatera Utara,2,2024,12,Desember,10,Pendapatan Hibah,73834909459.0,104831287621.0,180.5,2024-12-01,180.5
Sumatera Utara,2,2025,1,Januari,10,Pendapatan Hibah,40359125289.0,594864.92,0.0,2025-01-01,0.0
Sumatera Utara,2,2025,2,Februari,10,Pendapatan Hibah,40359125289.0,5534234.0,0.02,2025-02-01,0.02
Sumatera Utara,2,2025,3,Maret,10,Pendapatan Hibah,40359125289.0,3647666.0,0.02,2025-03-01,0.02
Sumatera Utara,2,2025,4,April,10,Pendapatan Hibah,40359125289.0,605648.0,0.03,2025-04-01,0.03
Sumatera Utara,2,2025,5,Mei,10,Pendapatan Hibah,40359125289.0,951228.0,0.03,2025-05-01,0.03
Sumatera Utara,2,2025,6,Juni,10,Pendapatan Hibah,40359125289.0,13602993.000000002,0.06,2025-06-01,0.06
Sumatera Utara,2,2025,7,Juli,10,Pendapatan Hibah,40359125289.0,17995446038.0,44.65,2025-07-01,44.65
Sumatera Utara,2,2025,8,Agustus,10,Pendapatan Hibah,40359125289.0,1133890.0,44.65,2025-08-01,44.65
Sumatera Utara,2,2025,9,September,10,Pendapatan Hibah,40359125289.0,10962472.0,44.68,2025-09-01,44.68
Sumatera Utara,2,2025,10,Oktober,10,Pendapatan Hibah,40359125289.0,2324.0,44.68,2025-10-01,44.68
Sumatera Utara,2,2025,11,November,10,Pendapatan Hibah,40359125289.0,25256200.0,44.74,2025-11-01,44.74
Sumatera Utara,2,2025,12,Desember,10,Pendapatan Hibah,40359125289.0,75565227123.0,231.97,2025-12-01,231.97
Sumatera Utara,2,2023,1,Januari,9,Pendapatan Lainnya,3646562486991.2,15229130643.8,0.42,2023-01-01,0.42
Sumatera Utara,2,2023,2,Februari,9,Pendapatan Lainnya,3646562486991.2,17034112143.77,0.88,2023-02-01,0.88
Sumatera Utara,2,2023,3,Maret,9,Pendapatan Lainnya,3646562486991.2,336412340033.0,10.11,2023-03-01,10.11
Sumatera Utara,2,2023,4,April,9,Pendapatan Lainnya,3646562486991.2,676402761114.3301,28.66,2023-04-01,28.66
Sumatera Utara,2,2023,5,Mei,9,Pendapatan Lainnya,3646562486991.2,0.0,28.66,2023-05-01,28.66
Sumatera Utara,2,2023,6,Juni,9,Pendapatan Lainnya,3646562486991.2,416730527021.9999,40.09,2023-06-01,40.09
Sumatera Utara,2,2023,7,Juli,9,Pendapatan Lainnya,3646562486991.2,234985678332.2002,46.53,2023-07-01,46.53
Sumatera Utara,2,2023,8,Agustus,9,Pendapatan Lainnya,3646562486991.2,193857041883.0,51.85,2023-08-01,51.85
Sumatera Utara,2,2023,9,September,9,Pendapatan Lainnya,3646562486991.2,170260122129.0,56.52,2023-09-01,56.52
Sumatera Utara,2,2023,10,Oktober,9,Pendapatan Lainnya,3646562486991.2,230924829062.0,62.85,2023-10-01,62.85
Sumatera Utara,2,2023,11,November,9,Pendapatan Lainnya,3646562486991.2,288444487447.7998,70.76,2023-11-01,70.76
Sumatera Utara,2,2023,12,Desember,9,Pendapatan Lainnya,3646562486991.2,864430699071.2002,94.46,2023-12-01,94.46
